date,datetime,SPOSTMIN,SACTMIN
02/09/2012,2012-02-09 09:20:00,0,
02/09/2012,2012-02-09 09:34:00,0,
02/09/2012,2012-02-09 10:07:00,-999,
02/09/2012,2012-02-09 12:26:00,-999,
02/10/2012,2012-02-10 10:37:00,5,
02/11/2012,2012-02-11 11:14:00,0,
02/11/2012,2012-02-11 11:47:00,0,
02/11/2012,2012-02-11 15:38:00,10,
02/11/2012,2012-02-11 18:20:00,-999,
02/13/2012,2012-02-13 10:24:00,5,
02/13/2012,2012-02-13 11:31:00,10,
02/13/2012,2012-02-13 15:02:00,15,
02/13/2012,2012-02-13 15:54:00,5,
02/14/2012,2012-02-14 16:06:00,-999,
02/15/2012,2012-02-15 16:39:00,5,
02/15/2012,2012-02-15 16:47:00,10,
02/17/2012,2012-02-17 10:04:00,-999,
02/17/2012,2012-02-17 12:10:00,15,
02/18/2012,2012-02-18 08:20:00,0,
02/18/2012,2012-02-18 14:56:00,20,
02/18/2012,2012-02-18 15:31:00,30,
02/19/2012,2012-02-19 08:30:00,-999,
02/19/2012,2012-02-19 18:47:00,-999,
02/20/2012,2012-02-20 09:54:00,10,
02/20/2012,2012-02-20 10:43:00,15,
02/20/2012,2012-02-20 13:49:00,-999,
02/20/2012,2012-02-20 18:00:00,-999,
02/20/2012,2012-02-20 18:50:00,5,
02/20/2012,2012-02-20 18:58:00,-999,
02/21/2012,2012-02-21 11:07:00,-999,
02/21/2012,2012-02-21 14:06:00,-999,
02/21/2012,2012-02-21 14:10:00,-999,
02/22/2012,2012-02-22 11:00:00,-999,
02/22/2012,2012-02-22 11:02:00,-999,
02/22/2012,2012-02-22 16:55:00,-999,
02/23/2012,2012-02-23 11:55:00,-999,
02/23/2012,2012-02-23 14:15:00,10,
02/23/2012,2012-02-23 14:27:00,10,
02/23/2012,2012-02-23 17:50:00,20,
02/23/2012,2012-02-23 19:41:00,-999,
02/23/2012,2012-02-23 19:52:00,-999,
02/24/2012,2012-02-24 15:59:00,5,
02/25/2012,2012-02-25 09:10:00,0,
02/25/2012,2012-02-25 09:18:00,0,
02/25/2012,2012-02-25 09:56:00,-999,
02/25/2012,2012-02-25 11:59:00,5,
02/25/2012,2012-02-25 12:38:00,5,
02/25/2012,2012-02-25 13:44:00,10,
02/25/2012,2012-02-25 14:03:00,20,
02/25/2012,2012-02-25 14:08:00,15,
02/25/2012,2012-02-25 19:14:00,-999,
02/25/2012,2012-02-25 19:26:00,-999,
02/27/2012,2012-02-27 09:45:00,10,
02/27/2012,2012-02-27 14:03:00,0,
02/27/2012,2012-02-27 14:09:00,0,
02/28/2012,2012-02-28 08:46:00,25,
02/28/2012,2012-02-28 11:24:00,-999,
02/28/2012,2012-02-28 11:26:00,0,
02/28/2012,2012-02-28 14:31:00,0,
02/29/2012,2012-02-29 13:20:00,0,
02/29/2012,2012-02-29 14:32:00,0,
03/01/2012,2012-03-01 11:45:00,0,
03/01/2012,2012-03-01 12:07:00,0,
03/01/2012,2012-03-01 15:36:00,0,
03/01/2012,2012-03-01 15:50:00,0,
03/03/2012,2012-03-03 16:10:00,5,
03/04/2012,2012-03-04 10:34:00,-999,
03/04/2012,2012-03-04 11:33:00,10,
03/04/2012,2012-03-04 12:26:00,10,
03/04/2012,2012-03-04 14:19:00,10,
03/05/2012,2012-03-05 08:53:00,10,
03/05/2012,2012-03-05 09:14:00,0,
03/05/2012,2012-03-05 09:39:00,10,
03/05/2012,2012-03-05 09:48:00,5,
03/06/2012,2012-03-06 09:55:00,-999,
03/06/2012,2012-03-06 11:05:00,15,
03/06/2012,2012-03-06 11:22:00,-999,
03/06/2012,2012-03-06 17:28:00,-999,
03/07/2012,2012-03-07 17:39:00,-999,
03/08/2012,2012-03-08 09:04:00,0,
03/08/2012,2012-03-08 10:28:00,-999,
03/10/2012,2012-03-10 08:50:00,35,
03/10/2012,2012-03-10 09:27:00,0,
03/10/2012,2012-03-10 10:23:00,5,
03/10/2012,2012-03-10 10:40:00,5,
03/11/2012,2012-03-11 11:54:00,20,
03/11/2012,2012-03-11 18:59:00,5,
03/12/2012,2012-03-12 11:06:00,5,
03/12/2012,2012-03-12 13:36:00,10,
03/13/2012,2012-03-13 10:40:00,15,
03/13/2012,2012-03-13 11:32:00,5,
03/13/2012,2012-03-13 13:25:00,15,
03/16/2012,2012-03-16 13:33:00,15,
03/24/2012,2012-03-24 11:24:00,-999,
03/24/2012,2012-03-24 11:30:00,-999,
03/24/2012,2012-03-24 13:43:00,-999,
03/24/2012,2012-03-24 17:43:00,5,
03/25/2012,2012-03-25 10:46:00,10,
03/25/2012,2012-03-25 16:41:00,0,
03/25/2012,2012-03-25 18:03:00,-999,
03/25/2012,2012-03-25 18:23:00,-999,
03/27/2012,2012-03-27 10:06:00,10,
03/27/2012,2012-03-27 13:15:00,40,
03/29/2012,2012-03-29 13:07:00,30,
03/29/2012,2012-03-29 16:33:00,25,
03/30/2012,2012-03-30 09:28:00,-999,
03/30/2012,2012-03-30 09:57:00,5,
03/31/2012,2012-03-31 11:52:00,-999,
04/01/2012,2012-04-01 15:35:00,10,
04/03/2012,2012-04-03 08:31:00,20,
04/03/2012,2012-04-03 11:24:00,25,
04/03/2012,2012-04-03 15:11:00,10,
04/03/2012,2012-04-03 20:03:00,-999,
04/05/2012,2012-04-05 10:41:00,-999,
04/05/2012,2012-04-05 11:09:00,-999,
04/05/2012,2012-04-05 11:46:00,-999,
04/05/2012,2012-04-05 12:16:00,-999,
04/05/2012,2012-04-05 12:45:00,-999,
04/05/2012,2012-04-05 13:13:00,-999,
04/05/2012,2012-04-05 13:43:00,-999,
04/05/2012,2012-04-05 19:34:00,5,
04/06/2012,2012-04-06 08:32:00,5,
04/06/2012,2012-04-06 09:00:00,0,
04/06/2012,2012-04-06 10:15:00,-999,
04/06/2012,2012-04-06 12:50:00,-999,
04/06/2012,2012-04-06 13:30:00,-999,
04/07/2012,2012-04-07 10:12:00,-999,
04/07/2012,2012-04-07 11:21:00,-999,
04/07/2012,2012-04-07 11:53:00,-999,
04/07/2012,2012-04-07 12:34:00,-999,
04/07/2012,2012-04-07 13:12:00,-999,
04/07/2012,2012-04-07 13:43:00,-999,
04/08/2012,2012-04-08 11:12:00,-999,
04/08/2012,2012-04-08 11:45:00,-999,
04/08/2012,2012-04-08 12:21:00,-999,
04/08/2012,2012-04-08 12:57:00,-999,
04/08/2012,2012-04-08 13:47:00,-999,
04/08/2012,2012-04-08 14:08:00,-999,
04/08/2012,2012-04-08 14:16:00,-999,
04/08/2012,2012-04-08 14:43:00,-999,
04/10/2012,2012-04-10 10:28:00,5,
04/10/2012,2012-04-10 11:09:00,5,
04/10/2012,2012-04-10 11:58:00,-999,
04/10/2012,2012-04-10 12:44:00,-999,
04/10/2012,2012-04-10 13:16:00,10,
04/10/2012,2012-04-10 13:23:00,-999,
04/10/2012,2012-04-10 13:57:00,-999,
04/11/2012,2012-04-11 17:57:00,-999,
04/13/2012,2012-04-13 10:16:00,-999,
04/13/2012,2012-04-13 10:26:00,-999,
04/13/2012,2012-04-13 10:41:00,-999,
04/13/2012,2012-04-13 11:07:00,-999,
04/13/2012,2012-04-13 11:53:00,-999,
04/13/2012,2012-04-13 12:20:00,-999,
04/13/2012,2012-04-13 12:50:00,-999,
04/13/2012,2012-04-13 13:33:00,-999,
04/14/2012,2012-04-14 10:17:00,-999,
04/14/2012,2012-04-14 10:47:00,-999,
04/14/2012,2012-04-14 11:11:00,-999,
04/14/2012,2012-04-14 11:58:00,-999,
04/14/2012,2012-04-14 12:21:00,-999,
04/14/2012,2012-04-14 12:23:00,30,
04/14/2012,2012-04-14 12:49:00,-999,
04/14/2012,2012-04-14 13:14:00,-999,
04/14/2012,2012-04-14 13:43:00,-999,
04/14/2012,2012-04-14 14:09:00,-999,
04/15/2012,2012-04-15 09:57:00,-999,
04/15/2012,2012-04-15 10:10:00,-999,
04/15/2012,2012-04-15 10:46:00,-999,
04/15/2012,2012-04-15 11:37:00,-999,
04/15/2012,2012-04-15 12:30:00,-999,
04/15/2012,2012-04-15 13:05:00,-999,
04/15/2012,2012-04-15 13:27:00,-999,
04/17/2012,2012-04-17 11:04:00,-999,
04/17/2012,2012-04-17 13:58:00,-999,
04/18/2012,2012-04-18 08:35:00,-999,
04/18/2012,2012-04-18 08:58:00,-999,
04/18/2012,2012-04-18 09:16:00,-999,
04/18/2012,2012-04-18 09:35:00,-999,
04/18/2012,2012-04-18 09:45:00,-999,
04/18/2012,2012-04-18 10:19:00,-999,
04/18/2012,2012-04-18 11:00:00,-999,
04/18/2012,2012-04-18 11:39:00,-999,
04/18/2012,2012-04-18 12:05:00,-999,
04/18/2012,2012-04-18 12:17:00,-999,
04/18/2012,2012-04-18 13:05:00,-999,
04/18/2012,2012-04-18 13:31:00,-999,
04/21/2012,2012-04-21 13:45:00,-999,
04/22/2012,2012-04-22 10:09:00,-999,
04/24/2012,2012-04-24 11:50:00,10,
04/24/2012,2012-04-24 12:22:00,5,
04/26/2012,2012-04-26 11:30:00,10,
04/27/2012,2012-04-27 12:48:00,15,
04/27/2012,2012-04-27 14:17:00,10,
04/28/2012,2012-04-28 10:52:00,-999,
04/29/2012,2012-04-29 10:04:00,-999,
04/29/2012,2012-04-29 10:30:00,-999,
04/29/2012,2012-04-29 10:57:00,-999,
04/29/2012,2012-04-29 11:23:00,-999,
04/29/2012,2012-04-29 11:43:00,-999,
04/29/2012,2012-04-29 12:06:00,-999,
04/29/2012,2012-04-29 12:30:00,-999,
04/29/2012,2012-04-29 13:00:00,-999,
04/29/2012,2012-04-29 13:26:00,-999,
04/29/2012,2012-04-29 13:56:00,-999,
04/29/2012,2012-04-29 15:20:00,-999,
04/30/2012,2012-04-30 10:33:00,-999,
04/30/2012,2012-04-30 11:06:00,-999,
04/30/2012,2012-04-30 11:40:00,-999,
04/30/2012,2012-04-30 12:04:00,-999,
04/30/2012,2012-04-30 12:39:00,-999,
04/30/2012,2012-04-30 13:13:00,-999,
04/30/2012,2012-04-30 13:47:00,-999,
05/01/2012,2012-05-01 10:11:00,-999,
05/01/2012,2012-05-01 10:42:00,-999,
05/01/2012,2012-05-01 10:59:00,-999,
05/01/2012,2012-05-01 12:23:00,-999,
05/01/2012,2012-05-01 13:49:00,-999,
05/01/2012,2012-05-01 14:05:00,-999,
05/02/2012,2012-05-02 10:45:00,-999,
05/02/2012,2012-05-02 11:12:00,-999,
05/02/2012,2012-05-02 11:36:00,-999,
05/03/2012,2012-05-03 10:36:00,-999,
05/03/2012,2012-05-03 11:16:00,-999,
05/03/2012,2012-05-03 11:58:00,-999,
05/03/2012,2012-05-03 12:39:00,-999,
05/03/2012,2012-05-03 13:00:00,-999,
05/03/2012,2012-05-03 13:16:00,-999,
05/03/2012,2012-05-03 13:47:00,-999,
05/03/2012,2012-05-03 14:02:00,-999,
05/04/2012,2012-05-04 10:34:00,-999,
05/05/2012,2012-05-05 09:36:00,0,
05/05/2012,2012-05-05 09:48:00,-999,
05/05/2012,2012-05-05 10:27:00,-999,
05/05/2012,2012-05-05 13:37:00,-999,
05/05/2012,2012-05-05 17:20:00,-999,
05/07/2012,2012-05-07 09:54:00,0,
05/07/2012,2012-05-07 15:23:00,0,
05/07/2012,2012-05-07 16:09:00,-999,
05/09/2012,2012-05-09 10:44:00,-999,
05/09/2012,2012-05-09 11:14:00,-999,
05/09/2012,2012-05-09 11:43:00,5,
05/09/2012,2012-05-09 12:13:00,-999,
05/09/2012,2012-05-09 14:50:00,5,
05/09/2012,2012-05-09 17:25:00,-999,
05/11/2012,2012-05-11 17:02:00,-999,
05/12/2012,2012-05-12 11:32:00,10,
05/12/2012,2012-05-12 12:52:00,10,
05/13/2012,2012-05-13 09:48:00,0,
05/13/2012,2012-05-13 09:57:00,5,
05/14/2012,2012-05-14 09:03:00,-999,
05/14/2012,2012-05-14 09:04:00,-999,
05/14/2012,2012-05-14 09:08:00,-999,
05/14/2012,2012-05-14 09:57:00,-999,
05/14/2012,2012-05-14 10:44:00,-999,
05/16/2012,2012-05-16 12:11:00,-999,
05/16/2012,2012-05-16 13:47:00,-999,
05/16/2012,2012-05-16 17:19:00,-999,
05/18/2012,2012-05-18 09:39:00,-999,
05/18/2012,2012-05-18 11:42:00,-999,
05/18/2012,2012-05-18 12:34:00,5,
05/19/2012,2012-05-19 09:50:00,-999,
05/19/2012,2012-05-19 10:29:00,15,
05/19/2012,2012-05-19 10:46:00,15,
05/19/2012,2012-05-19 12:16:00,-999,
05/19/2012,2012-05-19 12:20:00,-999,
05/19/2012,2012-05-19 12:24:00,15,
05/20/2012,2012-05-20 14:43:00,10,
05/20/2012,2012-05-20 18:35:00,0,
05/21/2012,2012-05-21 10:26:00,-999,
05/21/2012,2012-05-21 10:52:00,-999,
05/21/2012,2012-05-21 11:21:00,-999,
05/21/2012,2012-05-21 11:49:00,-999,
05/21/2012,2012-05-21 12:59:00,-999,
05/21/2012,2012-05-21 13:13:00,10,
05/21/2012,2012-05-21 13:27:00,-999,
05/21/2012,2012-05-21 13:54:00,-999,
05/21/2012,2012-05-21 14:16:00,-999,
05/22/2012,2012-05-22 10:17:00,-999,
05/22/2012,2012-05-22 10:34:00,0,
05/22/2012,2012-05-22 10:45:00,0,
05/22/2012,2012-05-22 11:45:00,-999,
05/22/2012,2012-05-22 12:53:00,15,
05/22/2012,2012-05-22 13:31:00,-999,
05/23/2012,2012-05-23 10:31:00,-999,
05/23/2012,2012-05-23 10:54:00,-999,
05/23/2012,2012-05-23 11:57:00,-999,
05/23/2012,2012-05-23 12:23:00,-999,
05/23/2012,2012-05-23 12:47:00,-999,
05/23/2012,2012-05-23 13:22:00,-999,
05/24/2012,2012-05-24 09:17:00,0,
05/24/2012,2012-05-24 10:23:00,-999,
05/24/2012,2012-05-24 11:01:00,-999,
05/24/2012,2012-05-24 12:14:00,-999,
05/24/2012,2012-05-24 13:11:00,-999,
05/24/2012,2012-05-24 13:47:00,-999,
05/25/2012,2012-05-25 09:59:00,0,
05/25/2012,2012-05-25 10:09:00,-999,
05/25/2012,2012-05-25 11:12:00,-999,
05/25/2012,2012-05-25 11:55:00,-999,
05/25/2012,2012-05-25 13:22:00,-999,
05/25/2012,2012-05-25 15:37:00,20,
05/26/2012,2012-05-26 08:55:00,-999,
05/27/2012,2012-05-27 08:57:00,-999,
05/27/2012,2012-05-27 08:57:00,-999,
05/27/2012,2012-05-27 09:23:00,-999,
05/27/2012,2012-05-27 10:53:00,10,
05/28/2012,2012-05-28 12:54:00,5,
05/29/2012,2012-05-29 10:16:00,-999,
05/29/2012,2012-05-29 11:20:00,-999,
05/29/2012,2012-05-29 12:46:00,-999,
05/29/2012,2012-05-29 13:42:00,-999,
05/31/2012,2012-05-31 10:31:00,-999,
05/31/2012,2012-05-31 11:13:00,-999,
05/31/2012,2012-05-31 11:52:00,-999,
05/31/2012,2012-05-31 12:29:00,-999,
05/31/2012,2012-05-31 12:58:00,-999,
05/31/2012,2012-05-31 13:29:00,-999,
06/01/2012,2012-06-01 09:38:00,-999,
06/02/2012,2012-06-02 14:21:00,-999,
06/03/2012,2012-06-03 09:45:00,-999,
06/03/2012,2012-06-03 10:26:00,-999,
06/03/2012,2012-06-03 10:27:00,-999,
06/03/2012,2012-06-03 10:43:00,-999,
06/03/2012,2012-06-03 10:52:00,5,
06/03/2012,2012-06-03 10:56:00,-999,
06/03/2012,2012-06-03 11:15:00,-999,
06/03/2012,2012-06-03 11:26:00,-999,
06/03/2012,2012-06-03 11:48:00,-999,
06/03/2012,2012-06-03 12:06:00,-999,
06/03/2012,2012-06-03 12:14:00,-999,
06/03/2012,2012-06-03 12:25:00,-999,
06/03/2012,2012-06-03 12:43:00,-999,
06/03/2012,2012-06-03 13:35:00,-999,
06/03/2012,2012-06-03 13:58:00,-999,
06/03/2012,2012-06-03 14:06:00,-999,
06/03/2012,2012-06-03 17:22:00,20,
06/04/2012,2012-06-04 12:08:00,-999,
06/04/2012,2012-06-04 17:39:00,5,
06/05/2012,2012-06-05 14:38:00,-999,
06/06/2012,2012-06-06 10:34:00,-999,
06/06/2012,2012-06-06 12:26:00,10,
06/07/2012,2012-06-07 09:33:00,0,
06/08/2012,2012-06-08 10:25:00,-999,
06/08/2012,2012-06-08 11:08:00,-999,
06/08/2012,2012-06-08 11:14:00,-999,
06/08/2012,2012-06-08 11:52:00,-999,
06/08/2012,2012-06-08 12:13:00,-999,
06/08/2012,2012-06-08 12:37:00,-999,
06/08/2012,2012-06-08 13:49:00,10,
06/09/2012,2012-06-09 10:21:00,-999,
06/09/2012,2012-06-09 10:37:00,-999,
06/09/2012,2012-06-09 11:03:00,-999,
06/09/2012,2012-06-09 11:28:00,-999,
06/09/2012,2012-06-09 11:42:00,-999,
06/09/2012,2012-06-09 11:57:00,-999,
06/09/2012,2012-06-09 12:41:00,-999,
06/09/2012,2012-06-09 12:55:00,-999,
06/09/2012,2012-06-09 13:11:00,-999,
06/09/2012,2012-06-09 13:24:00,-999,
06/09/2012,2012-06-09 13:39:00,-999,
06/09/2012,2012-06-09 13:51:00,-999,
06/10/2012,2012-06-10 10:25:00,-999,
06/10/2012,2012-06-10 11:02:00,-999,
06/10/2012,2012-06-10 11:21:00,-999,
06/10/2012,2012-06-10 11:33:00,-999,
06/10/2012,2012-06-10 11:52:00,-999,
06/10/2012,2012-06-10 12:50:00,-999,
06/10/2012,2012-06-10 13:05:00,-999,
06/10/2012,2012-06-10 13:25:00,-999,
06/10/2012,2012-06-10 13:40:00,-999,
06/10/2012,2012-06-10 13:42:00,10,
06/10/2012,2012-06-10 13:46:00,10,
06/10/2012,2012-06-10 13:50:00,-999,
06/10/2012,2012-06-10 14:03:00,15,
06/11/2012,2012-06-11 09:20:00,-999,
06/11/2012,2012-06-11 09:44:00,-999,
06/11/2012,2012-06-11 09:59:00,-999,
06/11/2012,2012-06-11 17:47:00,30,
06/12/2012,2012-06-12 09:15:00,10,
06/18/2012,2012-06-18 08:55:00,-999,
06/18/2012,2012-06-18 10:06:00,5,
06/18/2012,2012-06-18 10:14:00,-999,
06/19/2012,2012-06-19 11:46:00,-999,
06/19/2012,2012-06-19 11:48:00,10,
06/20/2012,2012-06-20 08:54:00,-999,
06/20/2012,2012-06-20 11:33:00,-999,
06/22/2012,2012-06-22 10:01:00,0,
06/22/2012,2012-06-22 10:38:00,5,
06/22/2012,2012-06-22 13:14:00,10,
06/23/2012,2012-06-23 09:31:00,10,
06/23/2012,2012-06-23 10:58:00,0,
06/23/2012,2012-06-23 11:11:00,5,
06/28/2012,2012-06-28 10:38:00,15,
06/28/2012,2012-06-28 11:49:00,-999,
06/28/2012,2012-06-28 19:53:00,5,
06/29/2012,2012-06-29 09:53:00,-999,
06/29/2012,2012-06-29 10:14:00,20,
06/29/2012,2012-06-29 10:15:00,40,
06/29/2012,2012-06-29 10:39:00,-999,
06/29/2012,2012-06-29 11:51:00,-999,
06/29/2012,2012-06-29 12:01:00,-999,
06/29/2012,2012-06-29 12:13:00,-999,
06/30/2012,2012-06-30 09:39:00,5,
07/01/2012,2012-07-01 10:58:00,-999,
07/01/2012,2012-07-01 11:05:00,50,
07/01/2012,2012-07-01 11:33:00,5,
07/01/2012,2012-07-01 17:32:00,-999,
07/01/2012,2012-07-01 17:33:00,5,
07/01/2012,2012-07-01 18:03:00,-999,
07/02/2012,2012-07-02 08:57:00,0,
07/02/2012,2012-07-02 09:13:00,5,
07/02/2012,2012-07-02 14:05:00,-999,
07/03/2012,2012-07-03 11:59:00,-999,
07/05/2012,2012-07-05 10:59:00,-999,
07/05/2012,2012-07-05 11:23:00,-999,
07/05/2012,2012-07-05 12:11:00,-999,
07/06/2012,2012-07-06 11:01:00,-999,
07/06/2012,2012-07-06 16:29:00,-999,
07/07/2012,2012-07-07 10:58:00,-999,
07/07/2012,2012-07-07 11:08:00,-999,
07/07/2012,2012-07-07 13:57:00,-999,
07/07/2012,2012-07-07 14:04:00,-999,
07/07/2012,2012-07-07 17:21:00,5,
07/08/2012,2012-07-08 14:31:00,10,
07/09/2012,2012-07-09 10:19:00,0,
07/09/2012,2012-07-09 12:29:00,40,
07/12/2012,2012-07-12 11:18:00,-999,
07/12/2012,2012-07-12 11:52:00,-999,
07/14/2012,2012-07-14 14:52:00,30,
07/14/2012,2012-07-14 16:32:00,10,
07/15/2012,2012-07-15 17:57:00,-999,
07/17/2012,2012-07-17 15:53:00,0,
07/17/2012,2012-07-17 17:04:00,5,
07/18/2012,2012-07-18 10:34:00,5,
07/19/2012,2012-07-19 16:58:00,0,
07/19/2012,2012-07-19 19:46:00,-999,
07/20/2012,2012-07-20 09:22:00,-999,
07/20/2012,2012-07-20 10:29:00,-999,
07/20/2012,2012-07-20 10:48:00,-999,
07/20/2012,2012-07-20 11:00:00,10,
07/20/2012,2012-07-20 11:32:00,15,
07/20/2012,2012-07-20 11:42:00,-999,
07/20/2012,2012-07-20 14:03:00,-999,
07/20/2012,2012-07-20 15:15:00,-999,
07/20/2012,2012-07-20 15:42:00,-999,
07/20/2012,2012-07-20 18:27:00,-999,
07/21/2012,2012-07-21 14:29:00,10,
07/22/2012,2012-07-22 14:57:00,15,
07/26/2012,2012-07-26 18:43:00,-999,
07/26/2012,2012-07-26 18:57:00,-999,
07/29/2012,2012-07-29 17:14:00,10,
07/30/2012,2012-07-30 12:20:00,5,
07/30/2012,2012-07-30 13:01:00,5,
07/31/2012,2012-07-31 13:04:00,10,
08/01/2012,2012-08-01 12:49:00,-999,
08/01/2012,2012-08-01 13:55:00,-999,
08/02/2012,2012-08-02 15:36:00,-999,
08/03/2012,2012-08-03 11:44:00,-999,
08/03/2012,2012-08-03 16:55:00,5,
08/04/2012,2012-08-04 13:27:00,10,
08/05/2012,2012-08-05 11:38:00,10,
08/05/2012,2012-08-05 13:43:00,5,
08/12/2012,2012-08-12 14:00:00,-999,
08/12/2012,2012-08-12 17:54:00,-999,
08/12/2012,2012-08-12 18:08:00,10,
08/14/2012,2012-08-14 10:36:00,-999,
08/14/2012,2012-08-14 10:55:00,-999,
08/14/2012,2012-08-14 11:21:00,-999,
08/14/2012,2012-08-14 12:50:00,-999,
08/14/2012,2012-08-14 13:02:00,-999,
08/17/2012,2012-08-17 10:04:00,25,
08/19/2012,2012-08-19 11:51:00,5,
08/24/2012,2012-08-24 13:26:00,-999,
08/24/2012,2012-08-24 15:51:00,10,
08/25/2012,2012-08-25 13:21:00,-999,
08/26/2012,2012-08-26 09:33:00,-999,
08/26/2012,2012-08-26 10:24:00,0,
08/26/2012,2012-08-26 10:34:00,-999,
08/26/2012,2012-08-26 10:45:00,0,
08/26/2012,2012-08-26 14:22:00,-999,
08/28/2012,2012-08-28 12:44:00,5,
08/28/2012,2012-08-28 12:52:00,5,
08/28/2012,2012-08-28 13:04:00,5,
08/28/2012,2012-08-28 14:29:00,5,
08/28/2012,2012-08-28 16:11:00,5,
08/28/2012,2012-08-28 16:17:00,5,
08/28/2012,2012-08-28 16:47:00,5,
08/29/2012,2012-08-29 12:36:00,15,
08/30/2012,2012-08-30 16:09:00,-999,
09/01/2012,2012-09-01 15:37:00,5,
09/01/2012,2012-09-01 15:37:00,0,
09/03/2012,2012-09-03 15:45:00,-999,
09/13/2012,2012-09-13 12:13:00,5,
09/16/2012,2012-09-16 09:44:00,-999,
09/16/2012,2012-09-16 10:13:00,-999,
09/16/2012,2012-09-16 10:25:00,-999,
09/17/2012,2012-09-17 13:48:00,-999,
09/17/2012,2012-09-17 14:11:00,5,
09/19/2012,2012-09-19 13:34:00,0,
09/20/2012,2012-09-20 14:45:00,0,
09/23/2012,2012-09-23 09:55:00,5,
09/24/2012,2012-09-24 13:03:00,30,
09/27/2012,2012-09-27 14:12:00,-999,
09/28/2012,2012-09-28 10:37:00,5,
09/28/2012,2012-09-28 11:05:00,5,
09/28/2012,2012-09-28 11:21:00,5,
09/29/2012,2012-09-29 09:15:00,5,
09/29/2012,2012-09-29 09:29:00,15,
09/29/2012,2012-09-29 09:33:00,5,
09/29/2012,2012-09-29 11:14:00,5,
09/29/2012,2012-09-29 11:32:00,5,
09/29/2012,2012-09-29 12:13:00,20,
09/29/2012,2012-09-29 14:08:00,-999,
09/30/2012,2012-09-30 12:39:00,5,
10/02/2012,2012-10-02 11:00:00,0,
10/02/2012,2012-10-02 13:42:00,0,
10/03/2012,2012-10-03 09:18:00,0,
10/03/2012,2012-10-03 09:25:00,0,
10/06/2012,2012-10-06 11:27:00,5,
10/07/2012,2012-10-07 11:42:00,10,
